6239 = number of voxels
82 = number of ROIs
X-MNI,Y-MNI,Z-MNI,Lobe,Structure,Brodmann area,ROI-number [1...0] (if zero then not included in any ROI)
-50,20,20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 45,13
-50,25,20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 45,13
-50,30,20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 46,13
-45,-80,20,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 39,51
-45,-65,20,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 39,77
-45,-60,20,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 39,77
-45,-45,20,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 13,73
-45,-40,20,Sub-lobar,Insula,Brodmann area 13,73
-45,-35,20,Sub-lobar,Insula,Brodmann area 13,73
-45,-30,20,Sub-lobar,Insula,Brodmann area 13,17
-45,-25,20,Sub-lobar,Insula,Brodmann area 13,17
-45,30,20,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 46,13
-45,35,20,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 46,13
-45,40,20,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 46,7
-45,45,20,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 46,7
-40,-85,20,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 19,51
-40,-65,20,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 39,77
-40,-60,20,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 39,77
-40,-55,20,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 22,77
-40,-45,20,Sub-lobar,Insula,Brodmann area 13,77
-40,-40,20,Sub-lobar,Insula,Brodmann area 13,73
-40,-35,20,Sub-lobar,Insula,Brodmann area 13,73
-40,-30,20,Sub-lobar,Insula,Brodmann area 13,17
-40,-25,20,Sub-lobar,Insula,Brodmann area 13,17
-40,35,20,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 46,13
-40,50,20,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 46,7
-35,-90,20,Occipital Lobe,Superior Occipital Gyrus,Brodmann area 19,51
-35,-85,20,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 19,51
-35,-60,20,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 39,51
-35,-55,20,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 22,65
-35,-40,20,Sub-lobar,Insula,Brodmann area 13,17
-35,-35,20,Sub-lobar,Insula,Brodmann area 13,17
-35,-30,20,Sub-lobar,Insula,Brodmann area 13,17
-35,-25,20,Sub-lobar,Insula,Brodmann area 13,17
-35,-20,20,Sub-lobar,Insula,Brodmann area 13,29
-35,-15,20,Sub-lobar,Insula,Brodmann area 13,29
-35,-10,20,Sub-lobar,Insula,Brodmann area 13,29
-35,-5,20,Sub-lobar,Insula,Brodmann area 13,29
-35,0,20,Sub-lobar,Insula,Brodmann area 13,29
-35,5,20,Sub-lobar,Insula,Brodmann area 13,29
-35,55,20,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,7
-30,-90,20,Occipital Lobe,Superior Occipital Gyrus,Brodmann area 19,51
-30,-80,20,Occipital Lobe,Middle Occipital Gyrus,Brodmann area 19,51
-30,-40,20,Sub-lobar,Insula,Brodmann area 13,17
-30,-35,20,Sub-lobar,Insula,Brodmann area 13,17
-30,-30,20,Sub-lobar,Insula,Brodmann area 13,17
-30,55,20,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,7
-25,-95,20,Occipital Lobe,Cuneus,Brodmann area 19,51
-25,-80,20,Occipital Lobe,Cuneus,Brodmann area 18,51
-25,-75,20,Occipital Lobe,Precuneus,Brodmann area 31,51
-25,60,20,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,3
-20,-95,20,Occipital Lobe,Cuneus,Brodmann area 19,49
-20,-90,20,Occipital Lobe,Cuneus,Brodmann area 18,51
-20,-80,20,Occipital Lobe,Cuneus,Brodmann area 18,51
-20,-75,20,Occipital Lobe,Precuneus,Brodmann area 31,49
-20,-70,20,Occipital Lobe,Precuneus,Brodmann area 31,43
-20,35,20,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,0
-20,40,20,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,7
-15,-95,20,Occipital Lobe,Cuneus,Brodmann area 19,49
-15,-90,20,Occipital Lobe,Cuneus,Brodmann area 18,49
-15,-80,20,Occipital Lobe,Cuneus,Brodmann area 18,49
-15,-75,20,Parietal Lobe,Precuneus,Brodmann area 31,45
-15,-70,20,Parietal Lobe,Precuneus,Brodmann area 31,43
-15,35,20,Limbic Lobe,Anterior Cingulate,Brodmann area 32,31
-15,40,20,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,23
-10,-100,20,Occipital Lobe,Cuneus,Brodmann area 19,49
-10,-95,20,Occipital Lobe,Cuneus,Brodmann area 19,49
-10,-90,20,Occipital Lobe,Cuneus,Brodmann area 18,49
-10,-80,20,Occipital Lobe,Cuneus,Brodmann area 18,45
-10,-75,20,Occipital Lobe,Cuneus,Brodmann area 18,45
-10,-70,20,Occipital Lobe,Precuneus,Brodmann area 31,43
-10,-60,20,Parietal Lobe,Precuneus,Brodmann area 31,45
-10,35,20,Limbic Lobe,Anterior Cingulate,Brodmann area 32,31
-10,40,20,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,31
-5,-100,20,Occipital Lobe,Cuneus,Brodmann area 18,49
-5,-95,20,Occipital Lobe,Cuneus,Brodmann area 19,45
-5,-90,20,Occipital Lobe,Cuneus,Brodmann area 18,45
-5,-80,20,Occipital Lobe,Cuneus,Brodmann area 18,45
-5,-75,20,Parietal Lobe,Precuneus,Brodmann area 31,45
-5,-70,20,Occipital Lobe,Precuneus,Brodmann area 31,43
-5,-65,20,Parietal Lobe,Precuneus,Brodmann area 31,43
-5,-60,20,Limbic Lobe,Posterior Cingulate,Brodmann area 31,67
-5,-55,20,Limbic Lobe,Posterior Cingulate,Brodmann area 31,67
-5,-50,20,Limbic Lobe,Posterior Cingulate,Brodmann area 30,67
-5,20,20,Limbic Lobe,Anterior Cingulate,Brodmann area 33,31
-5,25,20,Limbic Lobe,Anterior Cingulate,Brodmann area 24,31
-5,30,20,Limbic Lobe,Anterior Cingulate,Brodmann area 24,31
-5,35,20,Limbic Lobe,Anterior Cingulate,Brodmann area 32,31
-5,40,20,Limbic Lobe,Anterior Cingulate,Brodmann area 32,31
-5,45,20,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,31
-5,50,20,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,23
-5,55,20,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,23
-5,60,20,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 10,23
-5,65,20,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 10,23
0,-90,20,Occipital Lobe,Cuneus,Brodmann area 18,45
0,-85,20,Occipital Lobe,Cuneus,Brodmann area 18,45
0,-80,20,Occipital Lobe,Cuneus,Brodmann area 18,45
0,-75,20,Occipital Lobe,Cuneus,Brodmann area 18,45
0,-70,20,Parietal Lobe,Precuneus,Brodmann area 31,43
0,-65,20,Occipital Lobe,Precuneus,Brodmann area 23,43
0,-60,20,Occipital Lobe,Precuneus,Brodmann area 23,67
0,-55,20,Limbic Lobe,Posterior Cingulate,Brodmann area 23,67
0,-50,20,Limbic Lobe,Posterior Cingulate,Brodmann area 30,68
0,-45,20,Limbic Lobe,Posterior Cingulate,Brodmann area 30,35
0,20,20,Limbic Lobe,Anterior Cingulate,Brodmann area 33,31
0,25,20,Limbic Lobe,Anterior Cingulate,Brodmann area 24,31
0,30,20,Limbic Lobe,Anterior Cingulate,Brodmann area 24,31
0,35,20,Limbic Lobe,Anterior Cingulate,Brodmann area 32,31
5,-95,20,Occipital Lobe,Cuneus,Brodmann area 19,46
5,-90,20,Occipital Lobe,Cuneus,Brodmann area 18,46
5,-85,20,Occipital Lobe,Cuneus,Brodmann area 18,46
5,-80,20,Occipital Lobe,Cuneus,Brodmann area 18,46
5,-75,20,Parietal Lobe,Precuneus,Brodmann area 31,46
5,-70,20,Parietal Lobe,Precuneus,Brodmann area 31,44
5,-65,20,Parietal Lobe,Precuneus,Brodmann area 31,44
5,-60,20,Limbic Lobe,Posterior Cingulate,Brodmann area 23,44
5,-55,20,Limbic Lobe,Posterior Cingulate,Brodmann area 23,68
5,-50,20,Limbic Lobe,Posterior Cingulate,Brodmann area 30,68
5,-45,20,Limbic Lobe,Posterior Cingulate,Brodmann area 30,68
5,20,20,Limbic Lobe,Anterior Cingulate,Brodmann area 33,32
5,25,20,Limbic Lobe,Anterior Cingulate,Brodmann area 24,32
5,30,20,Limbic Lobe,Anterior Cingulate,Brodmann area 24,32
5,35,20,Limbic Lobe,Anterior Cingulate,Brodmann area 32,32
5,40,20,Limbic Lobe,Anterior Cingulate,Brodmann area 32,32
5,45,20,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,32
5,50,20,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,32
5,55,20,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,24
5,60,20,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 10,24
5,65,20,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 10,24
10,-95,20,Occipital Lobe,Cuneus,Brodmann area 19,50
10,-90,20,Occipital Lobe,Cuneus,Brodmann area 18,46
10,-80,20,Occipital Lobe,Cuneus,Brodmann area 18,46
10,-75,20,Parietal Lobe,Precuneus,Brodmann area 31,44
10,-70,20,Occipital Lobe,Precuneus,Brodmann area 31,44
10,-65,20,Parietal Lobe,Precuneus,Brodmann area 31,44
10,-60,20,Limbic Lobe,Posterior Cingulate,Brodmann area 31,44
10,35,20,Limbic Lobe,Anterior Cingulate,Brodmann area 32,32
10,40,20,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,32
10,65,20,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,24
15,-95,20,Occipital Lobe,Cuneus,Brodmann area 19,50
15,-90,20,Occipital Lobe,Cuneus,Brodmann area 18,50
15,-75,20,Occipital Lobe,Precuneus,Brodmann area 18,46
15,-70,20,Parietal Lobe,Precuneus,Brodmann area 31,44
15,35,20,Limbic Lobe,Anterior Cingulate,Brodmann area 32,32
15,40,20,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,32
20,-95,20,Occipital Lobe,Cuneus,Brodmann area 19,50
20,-90,20,Occipital Lobe,Cuneus,Brodmann area 18,50
20,-80,20,Occipital Lobe,Cuneus,Brodmann area 18,50
20,-75,20,Parietal Lobe,Precuneus,Brodmann area 31,50
20,-70,20,Occipital Lobe,Precuneus,Brodmann area 31,50
20,35,20,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,32
20,40,20,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,32
25,-95,20,Occipital Lobe,Cuneus,Brodmann area 19,50
25,-80,20,Occipital Lobe,Cuneus,Brodmann area 18,50
25,-75,20,Occipital Lobe,Precuneus,Brodmann area 31,50
25,60,20,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,4
30,-90,20,Occipital Lobe,Cuneus,Brodmann area 19,52
30,-80,20,Occipital Lobe,Middle Occipital Gyrus,Brodmann area 19,52
30,-35,20,Sub-lobar,Insula,Brodmann area 13,0
30,-30,20,Sub-lobar,Insula,Brodmann area 13,30
30,55,20,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,8
35,-85,20,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 19,52
35,-40,20,Sub-lobar,Insula,Brodmann area 13,74
35,-35,20,Sub-lobar,Insula,Brodmann area 13,18
35,-30,20,Sub-lobar,Insula,Brodmann area 13,18
35,-25,20,Sub-lobar,Insula,Brodmann area 13,30
35,-20,20,Sub-lobar,Insula,Brodmann area 13,18
35,-15,20,Sub-lobar,Insula,Brodmann area 13,30
35,-10,20,Sub-lobar,Insula,Brodmann area 13,30
35,-5,20,Sub-lobar,Insula,Brodmann area 13,30
35,0,20,Sub-lobar,Insula,Brodmann area 13,30
35,5,20,Sub-lobar,Insula,Brodmann area 13,30
35,55,20,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,8
40,-85,20,Occipital Lobe,Superior Occipital Gyrus,Brodmann area 19,52
40,-60,20,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 39,78
40,-55,20,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 22,78
40,-45,20,Sub-lobar,Insula,Brodmann area 13,78
40,-35,20,Sub-lobar,Insula,Brodmann area 13,74
40,-30,20,Sub-lobar,Insula,Brodmann area 13,18
40,-25,20,Sub-lobar,Insula,Brodmann area 13,18
40,0,20,Sub-lobar,Insula,Brodmann area 13,18
40,35,20,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 46,8
40,50,20,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 10,8
45,-80,20,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 19,52
45,-65,20,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 39,78
45,-60,20,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 39,78
45,-55,20,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 39,78
45,-45,20,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 13,78
45,-40,20,Sub-lobar,Insula,Brodmann area 13,74
45,-35,20,Sub-lobar,Insula,Brodmann area 13,74
45,-30,20,Sub-lobar,Insula,Brodmann area 13,18
45,-25,20,Sub-lobar,Insula,Brodmann area 13,18
45,30,20,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 46,14
45,35,20,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 46,8
45,40,20,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 46,8
45,45,20,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 46,8
50,-70,20,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 39,78
50,-65,20,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 39,78
50,-60,20,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 39,78
50,-50,20,Temporal Lobe,Supramarginal Gyrus,Brodmann area 40,78
50,-45,20,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 13,74
50,-40,20,Sub-lobar,Insula,Brodmann area 13,74
50,-35,20,Sub-lobar,Insula,Brodmann area 13,74
50,-30,20,Sub-lobar,Insula,Brodmann area 13,74
50,-25,20,Sub-lobar,Insula,Brodmann area 13,18
50,-5,20,Frontal Lobe,Precentral Gyrus,Brodmann area 6,18
50,0,20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 44,18
50,15,20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 44,12
50,25,20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 45,14
50,30,20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 46,14
50,40,20,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 46,8
55,-65,20,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 39,78
55,-60,20,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 39,78
55,-50,20,Temporal Lobe,Supramarginal Gyrus,Brodmann area 40,78
55,-45,20,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 13,74
55,-40,20,Sub-lobar,Insula,Brodmann area 13,74
55,-35,20,Sub-lobar,Insula,Brodmann area 13,74
55,-30,20,Parietal Lobe,Postcentral Gyrus,Brodmann area 40,74
55,-5,20,Frontal Lobe,Precentral Gyrus,Brodmann area 6,18
55,0,20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 44,18
55,5,20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 44,2
55,10,20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 45,12
55,15,20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 44,12
55,20,20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 45,14
55,25,20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 45,14
55,30,20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 46,14
60,-60,20,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 22,78
60,-55,20,Temporal Lobe,Supramarginal Gyrus,Brodmann area 40,78
60,-50,20,Temporal Lobe,Supramarginal Gyrus,Brodmann area 40,74
60,-45,20,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,74
60,-35,20,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 42,74
60,-30,20,Parietal Lobe,Postcentral Gyrus,Brodmann area 40,74
60,-10,20,Parietal Lobe,Postcentral Gyrus,Brodmann area 43,58
60,-5,20,Frontal Lobe,Precentral Gyrus,Brodmann area 4,58
60,0,20,Frontal Lobe,Precentral Gyrus,Brodmann area 6,58
60,5,20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 44,2
60,10,20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 45,2
60,15,20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 44,12
60,20,20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 45,12
65,-50,20,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 22,74
65,-45,20,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 22,74
65,-40,20,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 22,74
65,-35,20,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 42,74
65,-30,20,Parietal Lobe,Postcentral Gyrus,Brodmann area 40,74
65,-25,20,Parietal Lobe,Postcentral Gyrus,Brodmann area 40,64
65,-15,20,Parietal Lobe,Postcentral Gyrus,Brodmann area 43,58
65,-10,20,Parietal Lobe,Postcentral Gyrus,Brodmann area 43,58
65,-5,20,Frontal Lobe,Precentral Gyrus,Brodmann area 4,58
65,0,20,Frontal Lobe,Precentral Gyrus,Brodmann area 6,58
-65,-50,25,Temporal Lobe,Supramarginal Gyrus,Brodmann area 40,63
-65,-45,25,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,63
-65,-40,25,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,63
-65,-35,25,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,63
-65,-30,25,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,63
-65,-25,25,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,63
-65,-20,25,Parietal Lobe,Postcentral Gyrus,Brodmann area 1,57
-65,-15,25,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,57
-65,-10,25,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,57
-65,-5,25,Frontal Lobe,Precentral Gyrus,Brodmann area 6,57
-60,-60,25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 39,65
-60,-55,25,Parietal Lobe,Supramarginal Gyrus,Brodmann area 40,63
-60,-50,25,Temporal Lobe,Supramarginal Gyrus,Brodmann area 40,63
-60,-45,25,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,63
-60,-40,25,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,63
-60,-35,25,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,63
-60,-30,25,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,63
-60,-10,25,Frontal Lobe,Precentral Gyrus,Brodmann area 4,57
-60,-5,25,Frontal Lobe,Precentral Gyrus,Brodmann area 4,57
-60,0,25,Frontal Lobe,Precentral Gyrus,Brodmann area 6,1
-60,5,25,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 9,1
-55,-70,25,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 39,65
-55,-65,25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 39,65
-55,-60,25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 39,65
-55,-55,25,Parietal Lobe,Supramarginal Gyrus,Brodmann area 40,65
-55,-50,25,Temporal Lobe,Supramarginal Gyrus,Brodmann area 40,63
-55,-45,25,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,63
-55,-35,25,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,63
-55,-30,25,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,63
-55,0,25,Frontal Lobe,Precentral Gyrus,Brodmann area 6,1
-55,5,25,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 9,1
-55,10,25,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 45,11
-55,20,25,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 9,13
-55,25,25,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 46,13
-50,-75,25,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 39,65
-50,-65,25,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 39,65
-50,-60,25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 39,65
-50,-50,25,Temporal Lobe,Supramarginal Gyrus,Brodmann area 40,65
-50,-30,25,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,63
-50,-5,25,Frontal Lobe,Precentral Gyrus,Brodmann area 6,1
-50,0,25,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 9,1
-50,10,25,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 44,11
-50,15,25,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 9,13
-50,20,25,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 9,13
-50,25,25,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 45,13
-50,30,25,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 46,13
-45,-80,25,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 39,51
-45,-75,25,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 39,51
-45,-65,25,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 39,65
-45,-60,25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 39,65
-45,-5,25,Frontal Lobe,Precentral Gyrus,Brodmann area 6,1
-45,0,25,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 9,1
-45,15,25,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 9,13
-45,20,25,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 46,13
-45,30,25,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 46,13
-45,40,25,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 46,7
-40,-85,25,Occipital Lobe,Superior Occipital Gyrus,Brodmann area 19,51
-40,-80,25,Occipital Lobe,Superior Occipital Gyrus,Brodmann area 19,51
-40,-75,25,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 39,51
-40,-65,25,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 39,51
-40,-60,25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 39,65
-40,-55,25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 39,65
-40,40,25,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 10,7
-40,45,25,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 10,7
-35,-80,25,Occipital Lobe,Superior Occipital Gyrus,Brodmann area 19,51
-35,-75,25,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 39,51
-35,-65,25,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 39,51
-35,-60,25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 39,51
-35,-55,25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 39,65
-35,40,25,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 10,7
-35,45,25,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 10,7
-35,50,25,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,7
-30,-90,25,Occipital Lobe,Cuneus,Brodmann area 19,51
-30,-85,25,Occipital Lobe,Superior Occipital Gyrus,Brodmann area 19,51
-30,-60,25,Temporal Lobe,Sub-Gyral,Brodmann area 39,51
-30,40,25,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 10,7
-30,45,25,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 10,7
-30,50,25,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,7
-25,-85,25,Occipital Lobe,Cuneus,Brodmann area 19,49
-25,45,25,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,7
-25,50,25,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 10,7
-25,55,25,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 10,3
-20,-95,25,Occipital Lobe,Cuneus,Brodmann area 19,49
-20,-85,25,Occipital Lobe,Cuneus,Brodmann area 18,49
-20,-80,25,Occipital Lobe,Precuneus,Brodmann area 31,49
-20,-45,25,Limbic Lobe,Cingulate Gyrus,Brodmann area 31,67
-20,35,25,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,7
-20,45,25,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,7
-20,50,25,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,7
-20,55,25,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,3
-20,60,25,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 10,3
-15,-95,25,Occipital Lobe,Cuneus,Brodmann area 19,49
-15,-90,25,Occipital Lobe,Cuneus,Brodmann area 19,49
-15,-85,25,Occipital Lobe,Cuneus,Brodmann area 18,49
-15,-80,25,Occipital Lobe,Cuneus,Brodmann area 18,49
-15,-75,25,Occipital Lobe,Precuneus,Brodmann area 31,45
-15,-70,25,Parietal Lobe,Precuneus,Brodmann area 31,45
-15,-65,25,Occipital Lobe,Precuneus,Brodmann area 31,45
-15,-60,25,Limbic Lobe,Precuneus,Brodmann area 31,45
-15,-45,25,Limbic Lobe,Cingulate Gyrus,Brodmann area 31,35
-15,35,25,Limbic Lobe,Anterior Cingulate,Brodmann area 32,31
-15,40,25,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,23
-15,60,25,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,3
-10,-95,25,Occipital Lobe,Cuneus,Brodmann area 19,45
-10,-90,25,Occipital Lobe,Cuneus,Brodmann area 19,45
-10,-85,25,Occipital Lobe,Cuneus,Brodmann area 18,45
-10,-80,25,Occipital Lobe,Cuneus,Brodmann area 18,45
-10,-75,25,Occipital Lobe,Precuneus,Brodmann area 31,45
-10,-70,25,Parietal Lobe,Precuneus,Brodmann area 31,45
-10,-65,25,Occipital Lobe,Precuneus,Brodmann area 31,45
-10,-60,25,Occipital Lobe,Precuneus,Brodmann area 31,45
-10,20,25,Limbic Lobe,Anterior Cingulate,Brodmann area 24,31
-10,25,25,Limbic Lobe,Anterior Cingulate,Brodmann area 32,31
-10,35,25,Limbic Lobe,Anterior Cingulate,Brodmann area 32,31
-10,40,25,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,31
-10,50,25,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 9,23
-5,-95,25,Occipital Lobe,Cuneus,Brodmann area 19,45
-5,-90,25,Occipital Lobe,Cuneus,Brodmann area 19,45
-5,-85,25,Occipital Lobe,Cuneus,Brodmann area 19,45
-5,-80,25,Occipital Lobe,Cuneus,Brodmann area 18,45
-5,-75,25,Occipital Lobe,Precuneus,Brodmann area 31,45
-5,-65,25,Occipital Lobe,Precuneus,Brodmann area 31,67
-5,-60,25,Limbic Lobe,Cingulate Gyrus,Brodmann area 31,67
-5,-55,25,Limbic Lobe,Posterior Cingulate,Brodmann area 31,67
-5,-45,25,Limbic Lobe,Posterior Cingulate,Brodmann area 23,35
-5,-40,25,Limbic Lobe,Posterior Cingulate,Brodmann area 23,35
-5,-35,25,Limbic Lobe,Posterior Cingulate,Brodmann area 23,35
-5,-30,25,Limbic Lobe,Posterior Cingulate,Brodmann area 23,35
